Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Qty,Price,Amount,SaleExclGST,GSTP,GST,DiscPer,DiscAmount,BarcodeDiscPer,BarcodeDiscount,NetAmount,PointsEarned,TaxPer,BillNo,BillDate,LoyaltyCard,Customer,Description,BillMonth,Warehouse,RegionName,Location,DepartmentName,BrandName,DesignNo,Rejection,SeasonName,Inventory_status,Offers,Import_type,Attribute5,Class_of_cloth,LocalImport,Color,Sizes,DiscountType,SalesReturnReason,Cobrand Acc
663295,663295,663295,663295,1.0,2437.725566423214,2259.0,2034.0,6.0,99.86487176196346,0.0,0.0,40.0,1356.0,2217.0,0.0,9,SL1C-201218-00014,2018-12-20,Yes,Returning_Costumer,NIC- 58642-1100009-1,2018-12,No,1-KARACHI,TCS LUCKY ONE - CAMBRIDGE,CAMBRIDGE ,PRINCIPLE SHIRT ,B10489,No,EID FESTIVAL 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Premium,Local,WHITE,15,No Discount,No information available,F/S PRINCIPLE POPLIN LUXE MILANO
622539,622539,622539,622539,1.0,1882.0,1882.0,1317.0,6.0,79.0,0.0,0.0,30.0,565.0,1396.0,0.0,9,SL1C-040918-00037,2018-09-04,Yes,Returning_Costumer,No information,2018-09,No,1-KARACHI,TCS LUCKY ONE - CAMBRIDGE,CAMBRIDGE ,CAMBRIDGE FULL SLEEVE ,B13484,No,SUMMER 2018,Summer Sale ,No Offer,PAKISTAN ,B,Regular,Local,RED,15½  ,No Discount,No information available,F/S ESSENTIALS MENS FORMAL SHIRTS
218016,218016,218016,218016,1.0,2376.0,2376.0,1663.0,5.0,83.0,0.0,0.0,30.0,713.0,1746.0,0.0,6,SDMH-110217-00053,2017-02-11,Yes,Returning_Costumer,No information,2017-02,No,1-KARACHI,TCS Dolmen Mall -Hyderi,CAMBRIDGE ,EXECUTIVE ,B13007,No,SUMMER 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,16,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
535105,535105,535105,535105,1.0,2354.0,2354.0,1648.0,6.0,99.0,0.0,0.0,30.0,706.0,1747.0,0.0,6,SPEG-240218-00033,2018-02-24,Yes,Returning_Costumer,No information,2018-02,No,1-KARACHI,TCS GULSHAN,CAMBRIDGE ,EXECUTIVE ,B13302,No,WINTER 2017 - 2018,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,14½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
459027,459027,459027,459027,1.0,2014.0,2014.0,1732.0,6.0,99.86487176196346,0.0,0.0,14.0,282.0,1888.0,0.0,6,SDMH-110818-00022,2018-08-11,Yes,Returning_Costumer,No information,2018-08,No,1-KARACHI,TCS Dolmen Mall -Hyderi,CAMBRIDGE ,LUXER,B11176,No,SUMMER 2018,Active (Fresh),No Offer,PAKISTAN ,B,Regular,Local,YELLOW,16,No Discount,No information available,F/S LUXER YARN DYED 
340602,340602,340602,340602,1.0,2376.0,2376.0,1426.0,5.0,71.0,0.0,0.0,40.0,950.0,1497.0,0.0,6,SPEG-150717-00006,2017-07-15,Yes,Returning_Costumer,No information,2017-07,No,1-KARACHI,TCS GULSHAN,CAMBRIDGE ,EXECUTIVE ,B9988-B,No,SUMMER 2016,No Stock,No Offer,PAKISTAN ,B,Regular,Local,RED,14½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
644238,644238,644238,644238,1.0,2354.0,2354.0,1177.0,6.0,71.0,0.0,0.0,50.0,1177.0,1248.0,0.0,9,STMS-081118-00100,2018-11-08,Yes,Returning_Costumer,No information,2018-11,No,1-KARACHI,TCS MODERN SADDAR HYD,LICENSE ,LICENSE HALF SLEEVE ,B5793C,No,SUMMER 2018,Summer Sale ,No Offer,PAKISTAN ,B,No information,Local,ORANGE,MED  ,No Discount,No information available,H/S SEERSUCKER SHIRT
213377,213377,213377,213377,1.0,2376.0,2376.0,1663.0,5.0,83.0,0.0,0.0,30.0,713.0,1746.0,0.0,6,SDLC-140317-00051,2017-03-14,Yes,Returning_Costumer,No information,2017-03,No,1-KARACHI,TCS DOLMEN CITY ,CAMBRIDGE ,EXECUTIVE ,B9990,No,WINTER 2016-2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,B,Regular,Local,RED,15½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
454577,454577,454577,454577,1.0,2071.0,2071.0,1450.0,6.0,87.0,0.0,0.0,30.0,621.0,1537.0,0.0,6,SDLC-270118-00192,2018-01-27,Yes,Returning_Costumer,No information,2018-01,No,1-KARACHI,TCS DOLMEN CITY ,LICENSE ,LICENSE FULL SLEEVE ,B5672,No,WINTER 2017 - 2018,1 Year & Above (Discounted),Slim Fit,PAKISTAN ,No information,No information,Local,NAVY,SML  ,No Discount,No information available,OXFORD LICENSE F/S
204511,204511,204511,204511,1.0,1805.0,1805.0,1805.0,5.0,90.0,0.0,0.0,0.0,0.0,1895.0,0.0,6,SALS-050317-00027,2017-03-05,Yes,Returning_Costumer,No information,2017-03,No,3-NORTH ,AL SAEED SUPER STORE ,CAMBRIDGE ,LUXER,B-316,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,15½  ,No Discount,No information available,F/S LUXER PLAIN 
601297,601297,601297,601297,1.0,2437.725566423214,2259.0,1663.0,6.0,95.0,0.0,0.0,-40.0,484.0,1849.731243623915,0.0,9,SDLC-171018-00021,2018-10-17,Yes,Returning_Costumer,Exchange,2018-10,No,1-KARACHI,TCS DOLMEN CITY ,CAMBRIDGE ,PRINCIPLE SHIRT ,B10504,No,EID AL ADHA 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Premium,Local,WHITE,15,No Discount,PATTERN ISSUE,F/S PRINCIPLE POPLIN LUXE MILANO
14511,14511,14511,14511,1.0,2437.725566423214,2259.0,1663.0,5.0,95.0,0.0,0.0,0.0,0.0,1849.731243623915,0.0,6,SDMH-230116-00041,2016-01-23,Yes,Returning_Costumer,EXC ,2016-01,No,1-KARACHI,TCS Dolmen Mall -Hyderi,CAMBRIDGE ,PRINCIPLE SHIRT ,B7917,No,SUMMER 2015,No Stock,No Offer,PAKISTAN ,B,Regular,Local,RED,16½  ,No Discount,DISLIKE ,F/S PRINCIPLE CLASSIC YARN DYED
518971,518971,518971,518971,1.0,2289.0,2259.0,1746.9202744290997,6.0,95.0,0.0,0.0,30.0,1374.0,3492.0,0.0,6,SL1C-160818-00120,2018-08-16,Yes,Returning_Costumer,No information,2018-08,No,1-KARACHI,TCS LUCKY ONE - CAMBRIDGE,CAMBRIDGE ,EXECUTIVE ,B13471,No,SUMMER 2018,Summer Sale ,No Offer,PAKISTAN ,B,Regular,Local,RED,16½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
142502,142502,142502,142502,1.0,1995.0,1995.0,1596.0,5.0,80.0,0.0,0.0,0.0,0.0,1676.0,0.0,6,SSNY-050716-00214,2016-07-05,Yes,Returning_Costumer,No information,2016-07,No,3-NORTH ,SANA STYLE ,CAMBRIDGE ,LUXER,B11067,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,NAVY,16½  ,Director Relatives,No information available,F/S LUXER YARN DYED 
24180,24180,24180,24180,1.0,1805.0,1805.0,1805.0,5.0,90.0,0.0,0.0,0.0,0.0,1895.0,0.0,6,SGLX-020116-00013,2016-01-02,Yes,NoN_Returning_Costumer,No information,2016-01,No,4-CENTRAL PUNJAB ,GALAXY PLUS,CAMBRIDGE ,LUXER,B-315,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,BLUE,16,No Discount,No information available,F/S LUXER PLAIN 
251133,251133,251133,251133,1.0,1805.0,1805.0,1805.0,5.0,90.0,0.0,0.0,0.0,0.0,1895.0,0.0,6,SRSL-220117-00060,2017-01-22,Yes,Returning_Costumer,No information,2017-01,No,2-LAHORE,RAJA SAHIB LIBERTY,CAMBRIDGE ,LUXER,B-179,No,WINTER 2016-2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,WHITE,17½  ,No Discount,No information available,F/S LUXER PLAIN WCB 
295208,295208,295208,295208,1.0,1805.0,1805.0,1263.0,5.0,63.0,0.0,0.0,30.0,542.0,1326.0,0.0,6,SPT2-160517-00014,2017-05-16,Yes,Returning_Costumer,No information,2017-05,No,1-KARACHI,TCS Park Tower - 2,CAMBRIDGE ,LUXER,B-316,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,PURPLE,15½  ,No Discount,No information available,F/S LUXER PLAIN 
45027,45027,45027,45027,1.0,2437.725566423214,2259.0,1663.0,5.0,99.86487176196346,0.0,0.0,0.0,0.0,1849.731243623915,0.0,6,STMS-130316-00003,2016-03-13,Yes,Returning_Costumer,No information,2016-03,No,1-KARACHI,TCS MODERN SADDAR HYD,CAMBRIDGE ,PRINCIPLE SHIRT ,B7923,No,SUMMER 2015,No Stock,No Offer,PAKISTAN ,A,Regular,Local,RED,15,No Discount,No information available,F/S PRINCIPLE CLASSIC YARN DYED
368814,368814,368814,368814,1.0,2071.0,2071.0,1450.0,6.0,87.0,0.0,0.0,30.0,621.0,1537.0,0.0,6,SDLC-171217-00083,2017-12-17,Yes,NoN_Returning_Costumer,No information,2017-12,No,1-KARACHI,TCS DOLMEN CITY ,LICENSE ,LICENSE FULL SLEEVE ,B5651,No,SUMMER 2017,1 Year & Above (Discounted),Buy 1 Get 1 free,PAKISTAN ,No information,No information,Local,WHITE,MED  ,No Discount,No information available,OVERDYE F/S 
306567,306567,306567,306567,1.0,2437.725566423214,2259.0,1663.0,5.0,99.86487176196346,0.0,0.0,0.0,0.0,1849.731243623915,0.0,6,SZBD-140417-00011,2017-04-14,Yes,Returning_Costumer,No information,2017-04,No,2-LAHORE,TCS Z BLOCK DHA,CAMBRIDGE ,PRINCIPLE SHIRT ,B10270,No,SUMMER 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Premium,Local,BLACK,15½,No Discount,No information available,F/S PRINCIPLE POPLIN LUXE MILANO
314337,314337,314337,314337,1.0,2071.0,2071.0,1664.6489680782015,6.0,93.11390407638716,0.0,0.0,60.0,1243.0,878.0,0.0,6,SATR-250917-00012,2017-09-25,Yes,Returning_Costumer,No information,2017-09,No,1-KARACHI,TCS Atrium Mall,LICENSE ,LICENSE FULL SLEEVE ,B5524,No,SUMMER 2016,Winter Stock,Buy 1 Get 1 free,PAKISTAN ,No information,No information,Local,RED,XX-LR,No Discount,No information available,CHEMBREY F/S 
345116,345116,345116,345116,1.0,2354.0,2354.0,1648.0,6.0,99.0,0.0,0.0,30.0,706.0,1747.0,0.0,6,SRSL-110917-00039,2017-09-11,Yes,Returning_Costumer,No information,2017-09,No,2-LAHORE,RAJA SAHIB LIBERTY,CAMBRIDGE ,EXECUTIVE ,B13200,No,SUMMER 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,16,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
652565,652565,652565,652565,1.0,2289.0,2289.0,1664.6489680782015,6.0,95.0,0.0,0.0,0.0,0.0,2495.0,0.0,9,SALS-281218-00031,2018-12-28,Yes,Returning_Costumer,No information,2018-12,No,3-NORTH ,AL SAEED SUPER STORE ,CAMBRIDGE ,LUXER,B-618,No,WINTER 2018 - 2019,Active (Fresh),No Offer,PAKISTAN ,B,Regular,Local,PINK,16,No Discount,No information available,F/S LUXER PLAIN 
596086,596086,596086,596086,1.0,1882.0,1882.0,1317.0,6.0,79.0,0.0,0.0,30.0,565.0,1396.0,0.0,9,SATR-201018-00011,2018-10-20,Yes,NoN_Returning_Costumer,No information,2018-10,No,1-KARACHI,TCS Atrium Mall,CAMBRIDGE ,CAMBRIDGE FULL SLEEVE ,B13483,No,SUMMER 2018,Summer Sale ,No Offer,PAKISTAN ,B,Regular,Local,RED,14½  ,No Discount,No information available,F/S ESSENTIALS MENS FORMAL SHIRTS
454991,454991,454991,454991,1.0,2437.725566423214,2259.0,1663.0,6.0,95.0,0.0,0.0,0.0,0.0,1849.731243623915,0.0,6,SDLC-280118-00223,2018-01-28,Yes,Returning_Costumer,No information,2018-01,No,1-KARACHI,TCS DOLMEN CITY ,CAMBRIDGE ,PRINCIPLE SHIRT ,B10376,No,SUMMER 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,BLUE,15½  ,No Discount,No information available,F/S PRINCIPLE CLASSIC YARN DYED
488187,488187,488187,488187,1.0,2259.0,2259.0,1581.0,6.0,95.0,0.0,0.0,30.0,678.0,1676.0,0.0,6,SFAL-290618-00033,2018-06-29,Yes,Returning_Costumer,No information,2018-06,No,2-LAHORE,TCS Fountain-Avenue-Lhr,LICENSE ,LICENSE FULL SLEEVE ,B5774S,No,SUMMER 2018,Cut Range Items ,No Offer,PAKISTAN ,No information,No information,Local,GREEN,LAR  ,No Discount,No information available,F/S LICENSE                  
419408,419408,419408,419408,1.0,1882.0,1882.0,1129.0,6.0,68.0,0.0,0.0,40.0,753.0,1197.0,0.0,6,SALM-170218-00052,2018-02-17,Yes,Returning_Costumer,No information,2018-02,No,3-NORTH ,ALAM STORE,LICENSE ,LICENSE FULL SLEEVE ,B5711,No,WINTER 2017 - 2018,Winter Stock,Slim Fit,PAKISTAN ,No information,No information,Local,ORANGE,MED  ,No Discount,No information available,CHEMBREY F/S 
549173,549173,549173,549173,1.0,1882.0,1882.0,1882.0,6.0,113.0,0.0,0.0,0.0,0.0,1995.0,0.0,6,SRSL-050118-00049,2018-01-05,Yes,Returning_Costumer,No information,2018-01,No,2-LAHORE,RAJA SAHIB LIBERTY,CAMBRIDGE ,LUXER,B-180,No,SUMMER 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,WHITE,16,No Discount,No information available,F/S LUXER PLAIN WCB 
391485,391485,391485,391485,1.0,2354.0,2354.0,1648.0,6.0,99.0,0.0,0.0,30.0,706.0,1747.0,0.0,6,SKMG-231017-00009,2017-10-23,Yes,Returning_Costumer,No information,2017-10,No,4-CENTRAL PUNJAB ,TCS KINGS MALL GUJRANWALA,CAMBRIDGE ,EXECUTIVE ,b13276,No,EID AL ADHA 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,15½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
316586,316586,316586,316586,1.0,2376.0,2376.0,1664.6489680782015,5.0,119.0,0.0,0.0,0.0,0.0,2495.0,0.0,6,SDLC-030717-00052,2017-07-03,Yes,NoN_Returning_Costumer,No information,2017-07,No,1-KARACHI,TCS DOLMEN CITY ,CAMBRIDGE ,EXECUTIVE ,B13198,No,SUMMER 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,17½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
560506,560506,560506,560506,1.0,2354.0,2259.0,1746.9202744290997,6.0,99.86487176196346,0.0,0.0,40.0,484.0,2994.0,0.0,6,SSNY-110518-00145,2018-05-11,Yes,Returning_Costumer,No information,2018-05,No,3-NORTH ,SANA STYLE ,CAMBRIDGE ,EXECUTIVE ,B13316,No,WINTER 2017 - 2018,Summer Sale ,No Offer,PAKISTAN ,No information,Regular,Local,RED,17,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
141558,141558,141558,141558,1.0,2376.0,2376.0,1663.0,5.0,83.0,0.0,0.0,30.0,713.0,1746.0,0.0,6,SSKT-150816-00020,2016-08-15,Yes,Returning_Costumer,No information,2016-08,No,4-CENTRAL PUNJAB ,TCS Sialkot Cantt,CAMBRIDGE ,EXECUTIVE ,B9801,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,B,Regular,Local,RED,15½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
638355,638355,638355,638355,1.0,2354.0,2354.0,1648.0,6.0,99.0,0.0,0.0,30.0,706.0,1747.0,0.0,9,SRSL-270918-00002,2018-09-27,Yes,Returning_Costumer,No information,2018-09,No,2-LAHORE,RAJA SAHIB LIBERTY,CAMBRIDGE ,EXECUTIVE ,B13472,No,SUMMER 2018,Summer Sale ,No Offer,PAKISTAN ,B,Regular,Local,RED,17,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
570442,570442,570442,570442,1.0,2259.0,2259.0,1581.0,6.0,95.0,0.0,0.0,30.0,678.0,1676.0,0.0,6,STMS-170418-00016,2018-04-17,Yes,Returning_Costumer,No information,2018-04,No,1-KARACHI,TCS MODERN SADDAR HYD,LICENSE ,LICENSE FULL SLEEVE ,B5680,No,WINTER 2017 - 2018,Cut Range Items ,Comfort fit,PAKISTAN ,No information,No information,Local,WHITE,SML  ,No Discount,No information available,F/S LICENSE                  
370526,370526,370526,370526,1.0,2071.0,2071.0,1760.0,6.0,106.0,0.0,0.0,15.0,311.0,1866.0,0.0,6,SDLC-251117-00121,2017-11-25,Yes,Returning_Costumer,No information,2017-11,No,1-KARACHI,TCS DOLMEN CITY ,CAMBRIDGE ,LUXER,B11134,No,EID AL ADHA 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,NAVY,15,No Discount,No information available,F/S LUXER YARN DYED 
547915,547915,547915,547915,1.0,2354.0,2354.0,1648.0,6.0,99.0,0.0,0.0,30.0,706.0,1747.0,0.0,6,SRCG-150218-00019,2018-02-15,Yes,NoN_Returning_Costumer,No information,2018-02,No,4-CENTRAL PUNJAB ,TCS RCG MALL - FAISALABAD,CAMBRIDGE ,EXECUTIVE ,B13303,No,WINTER 2017 - 2018,Summer Sale ,No Offer,PAKISTAN ,No information,Regular,Local,RED,16,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
401196,401196,401196,401196,1.0,2071.0,2071.0,1450.0,6.0,87.0,0.0,0.0,30.0,621.0,1537.0,0.0,6,SPT2-121117-00013,2017-11-12,Yes,NoN_Returning_Costumer,No information,2017-11,No,1-KARACHI,TCS Park Tower - 2,LICENSE ,LICENSE FULL SLEEVE ,B5613,No,SUMMER 2017,1 Year & Above (Discounted),Buy 1 Get 1 free,PAKISTAN ,No information,No information,Local,WHITE,MED  ,No Discount,No information available,F/S LICENSE                  
652209,652209,652209,652209,1.0,2437.725566423214,2259.0,1663.0,6.0,95.0,0.0,0.0,0.0,0.0,1849.731243623915,0.0,9,SALM-081218-00003,2018-12-08,Yes,Returning_Costumer,No information,2018-12,No,3-NORTH ,ALAM STORE,CAMBRIDGE ,ARISTO SHIRT,B10806,No,WINTER 2017 - 2018,Active (Fresh),No Offer,PAKISTAN ,No information,Premium,Local,BLUE,16½  ,No Discount,No information available,F/S ARISTO MASON
639845,639845,639845,639845,1.0,2197.0,2197.0,1099.0,6.0,99.0,0.0,0.0,50.0,1098.0,1198.0,0.0,9,SSKT-020918-00030,2018-09-02,Yes,Returning_Costumer,No information,2018-09,No,4-CENTRAL PUNJAB ,TCS Sialkot Cantt,LICENSE ,LICENSE HALF SLEEVE ,B5747S,No,SUMMER 2018,Cut Range Items ,Slim Fit,PAKISTAN ,No information,No information,Local,WHITE,MED  ,No Discount,No information available,H/S OXFORD LICENSE 
568657,568657,568657,568657,1.0,1976.0,1976.0,1664.6489680782015,6.0,59.0,0.0,0.0,50.0,988.0,1047.0,0.0,6,STMS-050218-00008,2018-02-05,Yes,Returning_Costumer,No information,2018-02,No,1-KARACHI,TCS MODERN SADDAR HYD,CAMBRIDGE ,LUXER,B11098,No,WINTER 2016-2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,RED,16,No Discount,No information available,F/S LUXER YARN DYED 
562593,562593,562593,562593,1.0,2354.0,2354.0,1664.6489680782015,6.0,93.11390407638716,0.0,0.0,0.0,0.0,2495.0,0.0,6,SSNY-150418-00007,2018-04-15,Yes,NoN_Returning_Costumer,No information,2018-04,No,3-NORTH ,SANA STYLE ,CAMBRIDGE ,EXECUTIVE ,B13408,No,SUMMER 2018,Summer Sale ,Modern fit,PAKISTAN ,No information,Regular,Local,RED,15½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
131466,131466,131466,131466,1.0,2437.725566423214,2175.3638181595684,1521.0,5.0,76.0,0.0,0.0,50.0,1522.0,1597.0,0.0,6,SPEG-010916-00031,2016-09-01,Yes,Returning_Costumer,No information,2016-09,No,1-KARACHI,TCS GULSHAN,CAMBRIDGE ,PRINCIPLE SHIRT ,B10076,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,WHITE,LARGE,No Discount,No information available,H/S PRINCIPLE CLASSIC 
156071,156071,156071,156071,1.0,2376.0,2376.0,1663.0,5.0,83.0,0.0,0.0,30.0,713.0,1746.0,0.0,6,SATR-281216-00018,2016-12-28,Yes,Returning_Costumer,No information,2016-12,No,1-KARACHI,TCS Atrium Mall,CAMBRIDGE ,EXECUTIVE ,B13001,No,WINTER 2016-2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,B,Regular,Local,RED,16½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
312904,312904,312904,312904,1.0,2376.0,2376.0,1663.0,5.0,83.0,0.0,0.0,30.0,713.0,1746.0,0.0,6,SATR-110717-00020,2017-07-11,Yes,Returning_Costumer,No information,2017-07,No,1-KARACHI,TCS Atrium Mall,CAMBRIDGE ,EXECUTIVE ,B9404,No,WINTER 2015 - 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,B,Regular,Local,RED,16,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
117350,117350,117350,117350,1.0,2471.0,2471.0,1730.0,5.0,86.0,0.0,0.0,30.0,741.0,1816.0,0.0,6,SDMT-270816-00027,2016-08-27,Yes,Returning_Costumer,No information,2016-08,No,1-KARACHI,TCS Dolmen Mall - Tariq Road,LICENSE ,LICENSE FULL SLEEVE ,B5519,No,SUMMER 2016,1 Year & Above (Discounted),Buy 1 Get 1 free,PAKISTAN ,B,No information,Local,RED,MED  ,No Discount,No information available,PRINTED F/S SHIRTS
196092,196092,196092,196092,1.0,1805.0,1805.0,1805.0,5.0,90.0,0.0,0.0,0.0,0.0,1895.0,0.0,6,STMS-081116-00002,2016-11-08,Yes,Returning_Costumer,No information,2016-11,No,1-KARACHI,TCS MODERN SADDAR HYD,CAMBRIDGE ,LUXER,B-316,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,16½  ,No Discount,No information available,F/S LUXER PLAIN 
59444,59444,59444,59444,1.0,1805.0,1805.0,1805.0,5.0,90.0,0.0,0.0,0.0,0.0,1895.0,0.0,6,SDLC-210516-00007,2016-05-21,Yes,Returning_Costumer,No information,2016-05,No,1-KARACHI,TCS DOLMEN CITY ,CAMBRIDGE ,LUXER,B-178,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,WHITE,15½  ,No Discount,No information available,F/S LUXER PLAIN WCB 
447001,447001,447001,447001,1.0,2014.0,2259.0,1663.0,6.0,95.0,0.0,0.0,-30.0,-604.0,1849.731243623915,0.0,6,SDLC-120718-00104,2018-07-12,Yes,Returning_Costumer,No information,2018-07,No,1-KARACHI,TCS DOLMEN CITY ,CAMBRIDGE ,LUXER,B11145,No,WINTER 2017 - 2018,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,17½  ,No Discount,SIZE,F/S LUXER YARN DYED 
83890,83890,83890,83890,1.0,1805.0,1805.0,1444.0,5.0,72.0,0.0,0.0,20.0,361.0,1516.0,0.0,6,SRWT-190516-00007,2016-05-19,Yes,Returning_Costumer,No information,2016-05,No,2-LAHORE,RAJA SAHIB - WAPDA TOWN (CLOSED),LICENSE ,LICENSE HALF SLEEVE ,B5436,No,SUMMER 2016,1 Year & Above (Discounted),Buy 1 Get 1 free,PAKISTAN ,B,No information,Local,RED,LAR  ,No Discount,No information available,LICENSE H/S              
473046,473046,473046,473046,1.0,2437.725566423214,2259.0,1663.0,6.0,95.0,0.0,0.0,14.0,680.0,1849.731243623915,0.0,6,SDMT-120818-00090,2018-08-12,Yes,Returning_Costumer,No information,2018-08,No,1-KARACHI,TCS Dolmen Mall - Tariq Road,CAMBRIDGE ,CAMBRIDGE Since 1958,B10646,No,SUMMER 2018,Active (Fresh),No Offer,IMPORT-S,A,Premium,Import,WHITE,16½  ,No Discount,No information available,F/S NO IRON EVER
438086,438086,438086,438086,1.0,2354.0,2259.0,1663.0,6.0,95.0,0.0,0.0,-30.0,-706.0,1849.731243623915,0.0,6,SAXP-280118-00036,2018-01-28,Yes,Returning_Costumer,No information,2018-01,No,3-NORTH ,SANA ENTERPRISES ,CAMBRIDGE ,EXECUTIVE ,B13278,No,EID AL ADHA 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,15½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
666836,666836,666836,666836,1.0,2289.0,2259.0,1663.0,6.0,95.0,0.0,0.0,0.0,0.0,1849.731243623915,0.0,9,SSGM-261218-00038,2018-12-26,Yes,Returning_Costumer,No information,2018-12,No,3-NORTH ,TCS SAFA GOLD MALL - G.FLR,CAMBRIDGE ,LUXER,B11186,No,SUMMER 2018,Active (Fresh),No Offer,PAKISTAN ,B,Regular,Local,BLUE,16½  ,No Discount,No information available,F/S LUXER YARN DYED 
151262,151262,151262,151262,1.0,1900.0,1900.0,1330.0,5.0,66.0,0.0,0.0,30.0,570.0,1396.0,0.0,6,SDLC-230916-00053,2016-09-23,Yes,Returning_Costumer,No information,2016-09,No,1-KARACHI,TCS DOLMEN CITY ,LICENSE ,LICENSE FULL SLEEVE ,B5522,No,SUMMER 2016,No Stock,No Offer,PAKISTAN ,B,No information,Local,RED,XX-LR,No Discount,No information available,F/S LICENSE                  
526017,526017,526017,526017,1.0,1976.0,1976.0,1664.6489680782015,6.0,59.0,0.0,0.0,50.0,988.0,1047.0,0.0,6,SMUX-050218-00011,2018-02-05,Yes,Returning_Costumer,No information,2018-02,No,4-CENTRAL PUNJAB ,TCS Chen-One-Tower- (CLOSED),CAMBRIDGE ,LUXER,B11093,No,WINTER 2016-2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,B,Regular,Local,NAVY,17,No Discount,No information available,F/S LUXER YARN DYED 
244146,244146,244146,244146,1.0,2186.0,2186.0,1530.0,5.0,77.0,0.0,0.0,30.0,656.0,1607.0,0.0,6,SPEB-300117-00031,2017-01-30,Yes,Returning_Costumer,No information,2017-01,No,1-KARACHI,TCS BAHADURABAD ,LICENSE ,LICENSE FULL SLEEVE ,B5535,No,WINTER 2016-2017,1 Year & Above (Discounted),Buy 1 Get 1 free,PAKISTAN ,No information,No information,Local,WHITE,LAR  ,No Discount,No information available,F/S LICENSE                  
101238,101238,101238,101238,1.0,2437.725566423214,2259.0,1664.6489680782015,5.0,117.0,0.0,0.0,30.0,999.0,2447.0,0.0,6,SAXP-200816-00004,2016-08-20,Yes,Returning_Costumer,No information,2016-08,No,3-NORTH ,SANA ENTERPRISES ,CAMBRIDGE ,PRINCIPLE SHIRT ,B10069BD,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Premium,Local,BLUE,15½  ,No Discount,No information available,F/S PRINCIPLE PLAIN    
