Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Qty,Price,Amount,SaleExclGST,GSTP,GST,DiscPer,DiscAmount,BarcodeDiscPer,BarcodeDiscount,NetAmount,PointsEarned,TaxPer,BillNo,BillDate,LoyaltyCard,Customer,Description,BillMonth,Warehouse,RegionName,Location,DepartmentName,BrandName,DesignNo,Rejection,SeasonName,Inventory_status,Offers,Import_type,Attribute5,Class_of_cloth,LocalImport,Color,Sizes,DiscountType,SalesReturnReason,Cobrand Acc
292543,292543,292543,292543,1.0,1805.0,1805.0,1805.0,5.0,90.0,0.0,0.0,0.0,0.0,1895.0,0.0,6,SPEB-060517-00029,2017-05-06,Yes,Returning_Costumer,No information,2017-05,No,1-KARACHI,TCS BAHADURABAD ,CAMBRIDGE ,LUXER,B-416,No,SUMMER 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,15,No Discount,No information available,F/S LUXER PLAIN 
138817,138817,138817,138817,1.0,1900.0,1900.0,1330.0,5.0,66.0,0.0,0.0,30.0,570.0,1396.0,0.0,6,SRWT-030916-00029,2016-09-03,Yes,Returning_Costumer,No information,2016-09,No,2-LAHORE,RAJA SAHIB - WAPDA TOWN (CLOSED),CAMBRIDGE ,LUXER,B6341,No,SUMMER 2015,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,ORANGE,16,No Discount,No information available,F/S LUXER YARN DYED 
409906,409906,409906,409906,1.0,2354.0,2354.0,1648.0,6.0,99.0,0.0,0.0,30.0,706.0,1747.0,0.0,6,SSPM-141017-00012,2017-10-14,Yes,Returning_Costumer,No information,2017-10,No,2-LAHORE,THE SHOPPE-2,CAMBRIDGE ,EXECUTIVE ,B13198,No,SUMMER 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,15,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
106725,106725,106725,106725,1.0,2437.725566423214,2259.0,1663.0,5.0,99.86487176196346,0.0,0.0,0.0,0.0,1849.731243623915,0.0,6,SDLC-210716-00048,2016-07-21,Yes,Returning_Costumer,No information,2016-07,No,1-KARACHI,TCS DOLMEN CITY ,CAMBRIDGE ,CAMBRIDGE Since 1958,B10070,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,BLUE,16,No Discount,No information available,F/S CAMBRIDGE SINCE 1958
253979,253979,253979,253979,1.0,2567.0,2259.0,1663.0,5.0,95.0,0.0,0.0,-30.0,-770.0,1849.731243623915,0.0,6,SSKT-130117-00055,2017-01-13,Yes,Returning_Costumer,No information,2017-01,No,4-CENTRAL PUNJAB ,TCS Sialkot Cantt,LICENSE ,LICENSE FULL SLEEVE ,B5560,No,WINTER 2016-2017,1 Year & Above (Discounted),Buy 1 Get 1 free,PAKISTAN ,A,No information,Local,NAVY,SML  ,No Discount,No information available,F/S LICENSE                  
435017,435017,435017,435017,1.0,2354.0,2354.0,1412.0,6.0,85.0,0.0,0.0,40.0,942.0,1497.0,0.0,6,SATR-290318-00037,2018-03-29,Yes,Returning_Costumer,No information,2018-03,No,1-KARACHI,TCS Atrium Mall,CAMBRIDGE ,EXECUTIVE ,B13309-B,No,WINTER 2017 - 2018,B Category,No Offer,PAKISTAN ,No information,Regular,Local,RED,16,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
359522,359522,359522,359522,1.0,2437.725566423214,2259.0,1663.0,6.0,95.0,0.0,0.0,15.0,707.0,1849.731243623915,0.0,6,SALS-231117-00016,2017-11-23,Yes,NoN_Returning_Costumer,No information,2017-11,No,3-NORTH ,AL SAEED SUPER STORE ,CAMBRIDGE ,CAMBRIDGE Since 1958,B10458,No,SUMMER 2017,Active (Fresh),No Offer,IMPORT-S,No information,Premium,Import,BLUE,16½  ,No Discount,No information available,F/S NO IRON EVER
415092,415092,415092,415092,1.0,2437.725566423214,2259.0,1663.0,6.0,95.0,0.0,0.0,-15.0,-509.0,1849.731243623915,0.0,6,SRCG-291217-00017,2017-12-29,Yes,Returning_Costumer,No information,2017-12,No,4-CENTRAL PUNJAB ,TCS RCG MALL - FAISALABAD,CAMBRIDGE ,PRINCIPLE SHIRT ,B10501,No,SUMMER 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Premium,Local,WHITE,16,No Discount,No information available,F/S PRINCIPLE SWAN 
646597,646597,646597,646597,1.0,2354.0,2354.0,1664.6489680782015,6.0,93.11390407638716,0.0,0.0,0.0,0.0,2495.0,0.0,9,SWTC-261018-00028,2018-10-26,Yes,Returning_Costumer,No information,2018-10,No,3-NORTH ,TCS GIGA MALL-WTC-Cambridge,CAMBRIDGE ,LUXER,B-618,No,WINTER 2018 - 2019,Active (Fresh),No Offer,PAKISTAN ,B,Regular,Local,BLUE,15½  ,No Discount,No information available,F/S LUXER PLAIN 
543585,543585,543585,543585,1.0,2354.0,2354.0,1648.0,6.0,99.0,0.0,0.0,30.0,706.0,1747.0,0.0,6,SPT2-250318-00005,2018-03-25,Yes,Returning_Costumer,No information,2018-03,No,1-KARACHI,TCS Park Tower - 2,CAMBRIDGE ,EXECUTIVE ,B13306,No,WINTER 2017 - 2018,Summer Sale ,No Offer,PAKISTAN ,No information,Regular,Local,RED,16½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
497891,497891,497891,497891,1.0,2259.0,2259.0,1581.0,6.0,95.0,0.0,0.0,30.0,678.0,1676.0,0.0,6,SGLX-180318-00005,2018-03-18,Yes,Returning_Costumer,Suiting Discount Voucher,2018-03,No,4-CENTRAL PUNJAB ,GALAXY PLUS,LICENSE ,LICENSE HALF SLEEVE ,B5726,No,SUMMER 2018,Cut Range Items ,Slim Fit,PAKISTAN ,No information,No information,Local,BLUE,MED  ,Promotion,No information available,LICENSE H/S              
168287,168287,168287,168287,1.0,1900.0,1900.0,1330.0,5.0,66.0,0.0,0.0,30.0,570.0,1396.0,0.0,6,SDMT-121116-00022,2016-11-12,Yes,Returning_Costumer,No information,2016-11,No,1-KARACHI,TCS Dolmen Mall - Tariq Road,CAMBRIDGE ,LUXER,B11041,No,WINTER 2015 - 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,PINK,16,No Discount,No information available,F/S LUXER YARN DYED 
124803,124803,124803,124803,1.0,2437.725566423214,2259.0,1746.9202744290997,5.0,99.86487176196346,0.0,0.0,0.0,0.0,3495.0,0.0,6,SHBK-180916-00019,2016-09-18,Yes,Returning_Costumer,No information,2016-09,No,1-KARACHI,TCS HYDERI BLOCK-H ,CAMBRIDGE ,PRINCIPLE SHIRT ,B10100,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,BLACK,16,No Discount,No information available,F/S PRINCIPLE CLASSIC YARN DYED
466552,466552,466552,466552,1.0,1830.0,2259.0,1663.0,6.0,95.0,0.0,0.0,-30.0,-549.0,1849.731243623915,0.0,6,SDMT-040718-00062,2018-07-04,Yes,Returning_Costumer,EX,2018-07,No,1-KARACHI,TCS Dolmen Mall - Tariq Road,CAMBRIDGE ,LUXER,B-417,No,WINTER 2017 - 2018,Cut Range Items ,No Offer,PAKISTAN ,No information,Regular,Local,PINK,16½  ,No Discount,COLOR,F/S LUXER PLAIN 
547569,547569,547569,547569,1.0,1882.0,1882.0,1882.0,6.0,113.0,0.0,0.0,0.0,0.0,1995.0,0.0,6,SRCG-090118-00021,2018-01-09,Yes,NoN_Returning_Costumer,No information,2018-01,No,4-CENTRAL PUNJAB ,TCS RCG MALL - FAISALABAD,CAMBRIDGE ,LUXER,B-180,No,SUMMER 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,BLACK,15½  ,No Discount,No information available,F/S LUXER PLAIN WCB 
198012,198012,198012,198012,1.0,2090.0,2090.0,1463.0,5.0,73.0,0.0,0.0,30.0,627.0,1536.0,0.0,6,SZBD-191016-00008,2016-10-19,Yes,Returning_Costumer,No information,2016-10,No,2-LAHORE,TCS Z BLOCK DHA,CAMBRIDGE ,LUXER,B6357,No,SUMMER 2015,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,BLUE,16,No Discount,No information available,F/S LUXER YARN DYED 
614363,614363,614363,614363,1.0,1882.0,1882.0,1317.0,6.0,79.0,0.0,0.0,30.0,565.0,1396.0,0.0,9,SFM-261018-00003,2018-10-26,Yes,Returning_Costumer,No information,2018-10,No,1-KARACHI,TCS The Forum ,CAMBRIDGE ,CAMBRIDGE FULL SLEEVE ,B13476,No,EID FESTIVAL 2018,Summer Sale ,No Offer,PAKISTAN ,B,Regular,Local,RED,17,No Discount,No information available,F/S ESSENTIALS MENS FORMAL SHIRTS
468193,468193,468193,468193,1.0,2354.0,2354.0,1412.0,6.0,85.0,0.0,0.0,40.0,942.0,1497.0,0.0,6,SDMT-060518-00029,2018-05-06,Yes,Returning_Costumer,No information,2018-05,No,1-KARACHI,TCS Dolmen Mall - Tariq Road,CAMBRIDGE ,EXECUTIVE ,B13315,No,WINTER 2017 - 2018,Summer Sale ,No Offer,PAKISTAN ,No information,Regular,Local,RED,15½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
620139,620139,620139,620139,1.0,1882.0,1882.0,1317.0,6.0,79.0,0.0,0.0,30.0,565.0,1396.0,0.0,9,SHKL-061018-00014,2018-10-06,Yes,Returning_Costumer,No information,2018-10,No,2-LAHORE,HKB LIBERTY ,CAMBRIDGE ,LUXER,B187P,No,SUMMER 2018,Cut Range Items ,No Offer,PAKISTAN ,No information,Regular,Local,WHITE,15½  ,No Discount,No information available,F/S LUXER PLAIN WCB 
376432,376432,376432,376432,1.0,2071.0,2071.0,2071.0,6.0,124.0,0.0,0.0,0.0,0.0,2195.0,0.0,6,SDMT-081117-00041,2017-11-08,Yes,Returning_Costumer,No information,2017-11,No,1-KARACHI,TCS Dolmen Mall - Tariq Road,LICENSE ,LICENSE FULL SLEEVE ,B5662,No,WINTER 2017 - 2018,1 Year & Above (Discounted),Buy 1 Get 1 free,PAKISTAN ,No information,No information,Local,WHITE,SML  ,No Discount,No information available,F/S LICENSE                  
632099,632099,632099,632099,1.0,1882.0,1882.0,1664.6489680782015,6.0,93.11390407638716,0.0,0.0,50.0,941.0,997.0,0.0,9,SPEG-281018-00028,2018-10-28,Yes,Returning_Costumer,No information,2018-10,No,1-KARACHI,TCS GULSHAN,CAMBRIDGE ,CAMBRIDGE FULL SLEEVE ,B13487,No,SUMMER 2018,Summer Sale ,No Offer,PAKISTAN ,B,Regular,Local,RED,16,No Discount,No information available,F/S ESSENTIALS MENS FORMAL SHIRTS
300830,300830,300830,300830,1.0,1805.0,1805.0,1263.0,5.0,63.0,0.0,0.0,30.0,542.0,1326.0,0.0,6,SSKT-140517-00086,2017-05-14,Yes,Returning_Costumer,No information,2017-05,No,4-CENTRAL PUNJAB ,TCS Sialkot Cantt,CAMBRIDGE ,LUXER,B-315,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,RED,17,No Discount,No information available,F/S LUXER PLAIN 
655206,655206,655206,655206,1.0,1830.0,1830.0,1664.6489680782015,6.0,82.0,0.0,0.0,50.0,915.0,997.0,0.0,9,SATR-251218-00028,2018-12-25,Yes,Returning_Costumer,No information,2018-12,No,1-KARACHI,TCS Atrium Mall,CAMBRIDGE ,CAMBRIDGE FULL SLEEVE ,B13507,No,WINTER 2018 - 2019,Summer Sale ,No Offer,PAKISTAN ,B,Regular,Local,RED,16,No Discount,No information available,F/S ESSENTIALS MENS FORMAL SHIRTS
28866,28866,28866,28866,1.0,1805.0,1805.0,1805.0,5.0,90.0,0.0,0.0,0.0,0.0,1895.0,0.0,6,SHKL-260116-00017,2016-01-26,Yes,Returning_Costumer,No information,2016-01,No,2-LAHORE,HKB LIBERTY ,CAMBRIDGE ,LUXER,B-176,No,WINTER 2015 - 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,WHITE,16,No Discount,No information available,F/S LUXER PLAIN WCB 
85048,85048,85048,85048,1.0,2090.0,2090.0,2089.0,5.0,105.0,0.0,0.0,0.0,0.0,2194.0,0.0,6,SSGM-230616-00006,2016-06-23,Yes,Returning_Costumer,No information,2016-06,No,3-NORTH ,TCS SAFA GOLD MALL - G.FLR,LICENSE ,LICENSE FULL SLEEVE ,B5467,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,No information,Local,BLUE,SML  ,No Discount,No information available,F/S LICENSE                  
404713,404713,404713,404713,1.0,1882.0,1882.0,1882.0,6.0,113.0,0.0,0.0,0.0,0.0,1995.0,0.0,6,SRSL-281017-00050,2017-10-28,Yes,Returning_Costumer,No information,2017-10,No,2-LAHORE,RAJA SAHIB LIBERTY,LICENSE ,LICENSE FULL SLEEVE ,B5653,No,SUMMER 2017,1 Year & Above (Discounted),Buy 1 Get 1 free,PAKISTAN ,No information,No information,Local,BLUE,X-LAR,No Discount,No information available,F/S DENIM 
526882,526882,526882,526882,1.0,1830.0,2259.0,1663.0,6.0,95.0,0.0,0.0,0.0,0.0,1849.731243623915,0.0,6,SNEC-050818-00035,2018-08-05,Yes,Returning_Costumer,No information,2018-08,No,2-LAHORE,TCS NISHAT EMPORIUM - 2 (Cambridge),CAMBRIDGE ,LUXER,B187S,No,SUMMER 2018,Cut Range Items ,No Offer,PAKISTAN ,No information,Regular,Local,WHITE,15,No Discount,No information available,F/S LUXER PLAIN WCB 
518090,518090,518090,518090,1.0,1830.0,1830.0,1746.9202744290997,6.0,66.0,0.0,0.0,60.0,1098.0,798.0,0.0,6,SL1C-140818-00246,2018-08-14,Yes,Returning_Costumer,No information,2018-08,No,1-KARACHI,TCS LUCKY ONE - CAMBRIDGE,LICENSE ,LICENSE FULL SLEEVE ,B5655,No,SUMMER 2017,1 Year & Above (Discounted),Buy 1 Get 1 free,PAKISTAN ,No information,No information,Local,BLACK,MED  ,No Discount,No information available,PRINTED F/S SHIRTS
579849,579849,579849,579849,1.0,2437.725566423214,2259.0,1663.0,6.0,95.0,0.0,0.0,0.0,0.0,1849.731243623915,0.0,6,SZBD-200618-00014,2018-06-20,Yes,NoN_Returning_Costumer,No information,2018-06,No,2-LAHORE,TCS Z BLOCK DHA,CAMBRIDGE ,CAMBRIDGE Since 1958,B10641,No,SUMMER 2018,Active (Fresh),No Offer,IMPORT-S,A,Premium,Import,GREEN,17,No Discount,No information available,F/S NO IRON EVER
34458,34458,34458,34458,1.0,1995.0,1995.0,1995.0,5.0,100.0,0.0,0.0,0.0,0.0,2095.0,0.0,6,SPT2-080116-00015,2016-01-08,Yes,NoN_Returning_Costumer,No information,2016-01,No,1-KARACHI,TCS Park Tower - 2,CAMBRIDGE ,LUXER,B11052,No,WINTER 2015 - 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,B,Regular,Local,WHITE,15,No Discount,No information available,F/S LUXER YARN DYED 
467037,467037,467037,467037,1.0,1788.0,1788.0,1664.6489680782015,6.0,93.11390407638716,0.0,0.0,50.0,894.0,948.0,0.0,6,SDMT-050518-00089,2018-05-05,Yes,Returning_Costumer,No information,2018-05,No,1-KARACHI,TCS Dolmen Mall - Tariq Road,LICENSE ,LICENSE HALF SLEEVE ,B5629,No,SUMMER 2017,1 Year & Above (Discounted),Buy 1 Get 1 free,PAKISTAN ,No information,No information,Local,RED,X-LAR,No Discount,No information available,LICENSE H/S              
601354,601354,601354,601354,1.0,2437.725566423214,2259.0,1663.0,6.0,95.0,0.0,0.0,0.0,0.0,1849.731243623915,0.0,9,SDLC-171118-00079,2018-11-17,Yes,Returning_Costumer,No information,2018-11,No,1-KARACHI,TCS DOLMEN CITY ,CAMBRIDGE ,CAMBRIDGE Since 1958,B10644,No,SUMMER 2018,Active (Fresh),No Offer,IMPORT-S,A,Premium,Import,WHITE,15½  ,No Discount,No information available,F/S NO IRON EVER
363025,363025,363025,363025,1.0,2437.725566423214,2259.0,1663.0,6.0,95.0,0.0,0.0,50.0,484.0,1849.731243623915,0.0,6,SATR-181017-00034,2017-10-18,Yes,Returning_Costumer,No information,2017-10,No,1-KARACHI,TCS Atrium Mall,CAMBRIDGE ,PRINCIPLE SHIRT ,BPMIXS,No,WINTER 2017 - 2018,Cut Range Items ,No Offer,PAKISTAN ,No information,Regular,Local,RED,16½  ,No Discount,No information available,F/S PRINCIPLE CLASSIC YARN DYED
261002,261002,261002,261002,1.0,2437.725566423214,2259.0,1663.0,6.0,95.0,0.0,0.0,0.0,0.0,1849.731243623915,0.0,6,SZBD-060317-00010,2017-03-06,Yes,Returning_Costumer,No information,2017-03,No,2-LAHORE,TCS Z BLOCK DHA,CAMBRIDGE ,CAMBRIDGE Since 1958,B10068,No,WINTER 2015 - 2016,1 Year & Above (Discounted),No Offer,IMPORT-S,A,Premium,Import,WHITE,16,No Discount,No information available,F/S NO IRON EVER
603923,603923,603923,603923,1.0,2354.0,2259.0,1663.0,6.0,95.0,0.0,0.0,-30.0,-706.0,1849.731243623915,0.0,9,SDMH-031118-00035,2018-11-03,Yes,Returning_Costumer,EX REC,2018-11,No,1-KARACHI,TCS Dolmen Mall -Hyderi,CAMBRIDGE ,EXECUTIVE ,B13478,No,EID FESTIVAL 2018,Summer Sale ,No Offer,PAKISTAN ,B,Regular,Local,RED,15½  ,No Discount,SIZE,F/S CAMBRIDGE EXECUTIVE 
277864,277864,277864,277864,1.0,1805.0,1805.0,1263.0,5.0,63.0,0.0,0.0,30.0,542.0,1326.0,0.0,6,SDMT-030617-00205,2017-06-03,Yes,Returning_Costumer,No information,2017-06,No,1-KARACHI,TCS Dolmen Mall - Tariq Road,CAMBRIDGE ,LUXER,B-315,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,RED,14½  ,No Discount,No information available,F/S LUXER PLAIN 
424345,424345,424345,424345,1.0,2259.0,2259.0,1129.0,6.0,68.0,0.0,0.0,50.0,1130.0,1197.0,0.0,6,SALS-300618-00033,2018-06-30,Yes,Returning_Costumer,No information,2018-06,No,3-NORTH ,AL SAEED SUPER STORE ,LICENSE ,LICENSE FULL SLEEVE ,B5708,No,SUMMER 2018,Cut Range Items ,Slim Fit,PAKISTAN ,No information,No information,Local,BLUE,LAR  ,No Discount,No information available,F/S DENIM 
199946,199946,199946,199946,1.0,1995.0,1995.0,1995.0,5.0,100.0,0.0,0.0,0.0,0.0,2095.0,0.0,6,SPEB-201216-00004,2016-12-20,Yes,Returning_Costumer,No information,2016-12,No,1-KARACHI,TCS BAHADURABAD ,CAMBRIDGE ,LUXER,B11099,No,WINTER 2016-2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,BLUE,16,No Discount,No information available,F/S LUXER YARN DYED 
309787,309787,309787,309787,1.0,2354.0,2259.0,1663.0,6.0,95.0,0.0,0.0,0.0,0.0,1849.731243623915,0.0,6,SALM-090917-00033,2017-09-09,Yes,Returning_Costumer,No information,2017-09,No,3-NORTH ,ALAM STORE,CAMBRIDGE ,EXECUTIVE ,b13276,No,EID AL ADHA 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,15,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
370759,370759,370759,370759,1.0,2259.0,2259.0,1581.0,6.0,95.0,0.0,0.0,30.0,678.0,1676.0,0.0,6,SDLC-251217-00083,2017-12-25,Yes,Returning_Costumer,No information,2017-12,No,1-KARACHI,TCS DOLMEN CITY ,LICENSE ,LICENSE FULL SLEEVE ,B5687,No,WINTER 2017 - 2018,Winter Stock,No Offer,PAKISTAN ,No information,No information,Local,RED,MED  ,No Discount,No information available,FLANNEL F/S 
4806,4806,4806,4806,1.0,1805.0,1805.0,1305.0,5.0,65.0,0.0,0.0,0.0,0.0,1370.0,0.0,6,SAXP-080116-00016,2016-01-08,Yes,Returning_Costumer,NOVARTIS PHARMA CASH VOUCHER#0761,2016-01,No,3-NORTH ,SANA ENTERPRISES ,CAMBRIDGE ,LUXER,B-175,No,SUMMER 2015,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,BLACK,14½  ,No Discount,No information available,F/S LUXER PLAIN WCB 
217584,217584,217584,217584,1.0,2186.0,2186.0,1530.0,5.0,77.0,0.0,0.0,30.0,656.0,1607.0,0.0,6,SDMH-080117-00070,2017-01-08,Yes,Returning_Costumer,No information,2017-01,No,1-KARACHI,TCS Dolmen Mall -Hyderi,LICENSE ,LICENSE FULL SLEEVE ,B5537,No,WINTER 2016-2017,1 Year & Above (Discounted),Buy 1 Get 1 free,PAKISTAN ,No information,No information,Local,YELLOW,MED  ,No Discount,No information available,F/S LICENSE                  
144140,144140,144140,144140,1.0,2437.725566423214,2259.0,1663.0,5.0,95.0,0.0,0.0,0.0,0.0,1849.731243623915,0.0,6,SSNY-180716-00021,2016-07-18,Yes,Returning_Costumer,No information,2016-07,No,3-NORTH ,SANA STYLE ,CAMBRIDGE ,CAMBRIDGE Since 1958,B7983,No,SUMMER 2015,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,BLUE,16,No Discount,No information available,F/S CAMBRIDGE SINCE 1958
597864,597864,597864,597864,1.0,2354.0,2354.0,1648.0,6.0,99.0,0.0,0.0,30.0,706.0,1747.0,0.0,9,SAXP-111118-00002,2018-11-11,Yes,Returning_Costumer,No information,2018-11,No,3-NORTH ,SANA ENTERPRISES ,CAMBRIDGE ,EXECUTIVE ,B13488,No,SUMMER 2018,Summer Sale ,No Offer,PAKISTAN ,B,Regular,Local,RED,15½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
186760,186760,186760,186760,1.0,2090.0,2090.0,1463.0,5.0,73.0,0.0,0.0,30.0,627.0,1536.0,0.0,6,SPT2-281016-00009,2016-10-28,Yes,Returning_Costumer,No information,2016-10,No,1-KARACHI,TCS Park Tower - 2,LICENSE ,LICENSE FULL SLEEVE ,B5465,No,SUMMER 2016,No Stock,No Offer,PAKISTAN ,A,No information,Local,WHITE,MED  ,No Discount,No information available,F/S LICENSE                  
570117,570117,570117,570117,1.0,2289.0,2289.0,1145.0,6.0,103.0,0.0,0.0,50.0,1144.0,1248.0,0.0,6,STMS-140818-00026,2018-08-14,Yes,Returning_Costumer,No information,2018-08,No,1-KARACHI,TCS MODERN SADDAR HYD,CAMBRIDGE ,EXECUTIVE ,B13312,No,WINTER 2017 - 2018,Summer Sale ,No Offer,PAKISTAN ,No information,Regular,Local,RED,15½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
237543,237543,237543,237543,1.0,2437.725566423214,2259.0,1663.0,6.0,95.0,0.0,0.0,0.0,0.0,1849.731243623915,0.0,6,SHKD-120317-00026,2017-03-12,Yes,Returning_Costumer,No information,2017-03,No,2-LAHORE,HKB DEFENCE (CLOSED),CAMBRIDGE ,CAMBRIDGE Since 1958,B10186,No,SUMMER 2017,1 Year & Above (Discounted),No Offer,IMPORT-S,A,Premium,Import,WHITE,15½  ,No Discount,No information available,F/S NO IRON EVER
160309,160309,160309,160309,1.0,2090.0,2090.0,2089.0,5.0,105.0,0.0,0.0,0.0,0.0,2194.0,0.0,6,SDLC-181216-00137,2016-12-18,Yes,Returning_Costumer,No information,2016-12,No,1-KARACHI,TCS DOLMEN CITY ,LICENSE ,LICENSE FULL SLEEVE ,B5520,No,SUMMER 2016,1 Year & Above (Discounted),Buy 1 Get 1 free,PAKISTAN ,A,No information,Local,RED,LAR  ,No Discount,No information available,OVERDYE F/S 
598007,598007,598007,598007,1.0,2354.0,2354.0,1664.6489680782015,6.0,93.11390407638716,0.0,0.0,0.0,0.0,2495.0,0.0,9,SAXP-171018-00007,2018-10-17,Yes,Returning_Costumer,No information,2018-10,No,3-NORTH ,SANA ENTERPRISES ,CAMBRIDGE ,LUXER,B-184/P,No,EID FESTIVAL 2018,Active (Fresh),No Offer,PAKISTAN ,A,Regular,Import,WHITE,16½  ,No Discount,No information available,F/S LUXER PLAIN WCB 
447446,447446,447446,447446,1.0,1882.0,1882.0,1317.0,6.0,79.0,0.0,0.0,30.0,565.0,1396.0,0.0,6,SDLC-130218-00056,2018-02-13,Yes,Returning_Costumer,No information,2018-02,No,1-KARACHI,TCS DOLMEN CITY ,LICENSE ,LICENSE FULL SLEEVE ,B5711,No,WINTER 2017 - 2018,Winter Stock,Slim Fit,PAKISTAN ,No information,No information,Local,BLUE,SML  ,No Discount,No information available,CHEMBREY F/S 
455127,455127,455127,455127,1.0,2437.725566423214,2259.0,1663.0,6.0,95.0,0.0,0.0,-30.0,-1046.0,1849.731243623915,0.0,6,SDLC-280418-00043,2018-04-28,Yes,Returning_Costumer,EXCHANGE,2018-04,No,1-KARACHI,TCS DOLMEN CITY ,CAMBRIDGE ,PRINCIPLE SHIRT ,B10272,No,SUMMER 2017,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Premium,Local,BLACK,16,No Discount,SIZE,F/S PRINCIPLE POPLIN LUXE MILANO
113815,113815,113815,113815,1.0,1805.0,1805.0,1805.0,5.0,90.0,0.0,0.0,0.0,0.0,1895.0,0.0,6,SDMT-100916-00065,2016-09-10,Yes,Returning_Costumer,No information,2016-09,No,1-KARACHI,TCS Dolmen Mall - Tariq Road,CAMBRIDGE ,LUXER,B-316,No,SUMMER 2016,1 Year & Above (Discounted),No Offer,PAKISTAN ,No information,Regular,Local,RED,17,No Discount,No information available,F/S LUXER PLAIN 
425262,425262,425262,425262,1.0,2071.0,2071.0,1450.0,6.0,87.0,0.0,0.0,30.0,621.0,1537.0,0.0,6,SAMA-130118-00003,2018-01-13,Yes,Returning_Costumer,No information,2018-01,No,2-LAHORE,TCS AMANAH MALL - LAHORE,LICENSE ,LICENSE FULL SLEEVE ,B5678,No,WINTER 2017 - 2018,Cut Range Items ,Slim Fit,PAKISTAN ,No information,No information,Local,NAVY,MED  ,No Discount,No information available,F/S LICENSE                  
228559,228559,228559,228559,1.0,2437.725566423214,2259.0,1663.0,5.0,95.0,0.0,0.0,0.0,0.0,1849.731243623915,0.0,6,SFAL-070117-00040,2017-01-07,Yes,Returning_Costumer,exchange ,2017-01,No,2-LAHORE,TCS Fountain-Avenue-Lhr,CAMBRIDGE ,CAMBRIDGE Since 1958,B7984,No,SUMMER 2015,1 Year & Above (Discounted),No Offer,PAKISTAN ,A,Regular,Local,WHITE,16½  ,No Discount,DISLIKE ,F/S CAMBRIDGE SINCE 1958
577401,577401,577401,577401,1.0,2289.0,2289.0,1602.0,6.0,99.86487176196346,0.0,0.0,30.0,687.0,1746.0,0.0,6,SZBD-040718-00013,2018-07-04,Yes,Returning_Costumer,No information,2018-07,No,2-LAHORE,TCS Z BLOCK DHA,CAMBRIDGE ,EXECUTIVE ,B13416,No,SUMMER 2018,Summer Sale ,Modern fit,PAKISTAN ,No information,Regular,Local,RED,16½  ,No Discount,No information available,F/S CAMBRIDGE EXECUTIVE 
661353,661353,661353,661353,1.0,2564.0,2564.0,1795.0,6.0,99.86487176196346,0.0,0.0,30.0,769.0,1957.0,0.0,9,SFRS-311218-00010,2018-12-31,Yes,Returning_Costumer,No information,2018-12,No,2-LAHORE,TCS FORTRESS SQUARE ,LICENSE ,LICENSE FULL SLEEVE ,B5861S,No,WINTER 2018 - 2019,WINTER ACTIVE ,No Offer,PAKISTAN ,B,No information,Local,BLACK,SML  ,No Discount,No information available,F/S HERRING BONE 
