BillNo,BillDate,LoyaltyCard,Customer,Description,BillMonth,Warehouse,RegionName,Location,DepartmentName,BrandName,DesignNo,Rejection,SeasonName,Inventory_status,Import_type,Attribute5,LocalImport,Color,Sizes,DiscountType,SalesReturnReason,Cobrand Acc,"('Buy 1 Get 1 free',)","('Comfort fit',)","('Modern fit',)","('Regular Fit',)","('Slim Fit',)","('0',)","('No information',)","('Premium',)","('Regular',)",Qty,Price,Amount,SaleExclGST,GSTP,GST,DiscPer,DiscAmount,BarcodeDiscPer,BarcodeDiscount,NetAmount,PointsEarned,TaxPer
255445,620,1,1,2211,27,0,2,44,0,14,4046,0,18,0,2,0,1,349,4,6,4,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,1.3350673320744226,0.7511568880352592,-0.0299636175453661,-0.0406393174800324,-0.0589966688487769,-0.1193862686191996,-0.0918651950292086,1.552780071157161,2.369859670512251,-0.0327049503265727,2.806089652867032,-0.3687136648542101
64467,820,1,1,2211,18,0,0,34,1,9,2837,0,20,4,2,1,1,287,19,6,4,78,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1643423230142603,-0.3521739329428665,0.007531617886916,0.2990414254754965,-0.4781873216520712,-0.0008740253662011,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,0.2815028508713958,-0.1788739568600897,-0.3687136648542101
113194,631,1,1,2211,15,0,0,36,0,11,51,0,20,0,2,1,1,83,1,6,4,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-0.8852078649259404,-0.2273947734286052,0.0432232185551931,-0.4781873216520712,-0.1586354862474782,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,0.028619308659751,-0.1788739568600897,-0.3687136648542101
384067,439,1,1,2211,13,0,2,24,0,8,1321,0,28,0,2,1,1,197,8,6,4,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-0.0863564865471078,0.1246865111938689,-0.0521211000345262,-0.4781873216520712,-0.216758129730054,-0.1193862686191996,-0.0918651950292086,0.5910982387394527,0.5386674388096298,-0.0655798108140865,-0.1788739568600897,-0.3687136648542101
311505,493,1,1,2211,14,0,0,42,0,13,3632,0,9,0,2,0,1,31,7,6,4,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-1.0181165881238197,-0.2859722200820817,-0.0205634734590557,-0.4781873216520712,-0.1918484253803787,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,-0.0339693680376309,-0.1788739568600897,-0.3687136648542101
310084,299,1,1,11657,11,0,0,42,0,13,3596,0,9,0,2,0,1,332,5,6,4,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-1.0181165881238197,-0.2859722200820817,-0.3650116103359997,-0.4781873216520712,-0.4077325297442315,9.2531188757729,5.289920180417228,-0.8514245098871098,-0.7895523589563611,-0.3747299411678224,-0.1788739568600897,-0.3687136648542101
12643,809,1,1,2211,29,0,2,2,1,10,3061,0,21,8,2,1,1,175,12,6,4,5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1643423230142603,-0.2500440719592329,0.0525437611048505,-0.1071790868257726,-0.0406393174800324,-0.1171193123313527,-0.1193862686191996,-0.0918651950292086,0.5910982387394527,0.4734673084845109,-0.1098344307011244,-0.1788739568600897,-0.3687136648542101
34951,833,1,1,9959,30,0,0,29,0,8,2048,0,21,8,2,1,1,197,8,6,4,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-0.2080728962125342,0.0710419021533168,-0.0930788706963071,1.272004695036084,0.2897391920466776,-0.1193862686191996,-0.0918651950292086,0.5910982387394527,0.4902330562823986,-0.0655798108140865,-0.1788739568600897,-0.3687136648542101
3704,375,1,1,2211,13,0,2,3,0,8,1326,0,28,0,2,1,1,197,4,6,4,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.799886611529826,-0.0863564865471078,1.5897392822323957,1.0644817296464832,-0.4781873216520712,0.47241035727763,-0.1193862686191996,-0.0918651950292086,0.5910982387394527,1.8668872365756208,1.038256850939743,-0.1788739568600897,-0.3687136648542101
181041,347,1,1,2211,11,0,0,35,0,11,49,0,19,0,2,1,1,317,4,6,4,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-0.8852078649259404,-0.2273947734286052,0.0432232185551931,-0.4781873216520712,-0.1586354862474782,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,0.028619308659751,-0.1788739568600897,-0.3687136648542101
143445,445,1,1,2211,13,0,0,35,0,6,213,0,28,0,1,0,0,226,4,6,4,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1643423230142603,2.562024703069582,1.291919211352089,1.697648577745817,4.772388728412394,5.122221835883692,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,1.9884667607999984,8.112691625715247,-0.3687136648542101
301377,49,1,1,2211,12,0,0,30,1,9,2797,0,28,0,2,0,1,171,19,6,4,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1643423230142603,0.0465522366507714,0.1832639578473454,-0.3394969335303002,-0.4781873216520712,-0.3911260601777813,-0.1193862686191996,-0.0918651950292086,1.552780071157161,1.5129436719535474,-0.3494415869466579,-0.1788739568600897,-0.3687136648542101
238310,605,1,1,2459,27,0,0,43,0,8,1871,0,29,8,2,1,1,197,8,6,4,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-0.1171353487613536,0.111121207758327,-0.2206522547248048,-0.0406393174800324,-0.2001516601636037,-0.1193862686191996,-0.0918651950292086,1.0719391549483068,0.9652625772225496,-0.2229998158408354,-0.1788739568600897,-0.3687136648542101
51275,458,1,1,2211,26,0,2,23,0,6,582,0,1,0,2,1,1,326,7,6,4,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,2.5228516057059966,1.274654279706854,1.6788482895731962,-0.0406393174800324,1.2030950182014395,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,1.6723623330354425,-0.1788739568600897,-0.3687136648542101
117930,650,1,1,2211,28,0,0,36,1,9,2992,0,29,3,2,1,1,197,14,6,4,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1643423230142603,-0.7774818471760804,-0.1799162114042085,-0.4106694530409358,-0.0406393174800324,-0.3413066514784306,-0.1193862686191996,-0.0918651950292086,1.0719391549483068,0.6131818734669083,-0.412662472499569,-0.1788739568600897,-0.3687136648542101
257410,200,1,1,2211,10,0,2,44,1,9,2622,0,27,4,2,0,1,288,20,6,4,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.1067462540168718,0.0465522366507714,-2.8639964775366606,-1.9979509259007715,-0.4781873216520712,-1.4207271732976947,-0.1193862686191996,-0.0918651950292086,-3.2556290909313805,-3.0920483898662696,-1.9893913581891745,-0.1788739568600897,-0.3687136648542101
86380,933,1,1,2211,19,0,0,34,0,11,1140,0,20,0,2,1,1,76,6,6,4,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-0.5130634399718783,-0.0633779227988712,0.0130084697063384,-0.0406393174800324,-0.0257837297158765,-0.1193862686191996,-0.0918651950292086,-0.1301631355738285,-0.2102026294960201,0.0102852518494068,-0.1788739568600897,-0.3687136648542101
314641,155,1,1,9958,9,0,0,42,1,9,2670,0,19,0,2,0,1,277,12,6,4,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1643423230142603,-0.4864816953323024,-0.0516624334681759,-0.1864088726961028,-0.4781873216520712,-0.2997904775623051,-0.1193862686191996,-0.0918651950292086,0.5910982387394527,0.3784614042964807,-0.1983436704752001,-0.1788739568600897,-0.3687136648542101
403746,990,1,1,2211,19,0,1,65,0,11,29,0,20,0,2,1,1,343,7,6,4,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-0.7774818471760804,-0.1799162114042085,0.0949240110299001,-0.0406393174800324,0.0323389137666992,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,0.0918401942126622,-0.1788739568600897,-0.3687136648542101
264573,821,1,1,2211,30,0,0,46,0,11,2276,0,21,3,2,1,1,234,10,6,4,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-0.7774818471760804,-0.1799162114042085,0.0949240110299001,-0.0406393174800324,0.0323389137666992,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,0.0918401942126622,-0.1788739568600897,-0.3687136648542101
220200,1026,1,1,2211,8,0,3,10,0,6,125,0,27,0,1,0,0,344,4,6,4,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1643423230142603,2.562024703069582,1.291919211352089,1.697648577745817,4.772388728412394,5.122221835883692,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,1.9884667607999984,-0.1788739568600897,-0.3687136648542101
352035,732,1,1,2211,5,0,1,20,1,9,2689,0,19,0,2,0,1,343,12,6,4,78,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1643423230142603,-0.2192652097449872,0.0661090645403925,0.3628281174897454,-0.4781873216520712,0.0406421485499243,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,0.3447237364243071,-0.1788739568600897,-0.3687136648542101
325272,998,1,1,2211,7,0,0,52,1,9,2692,0,19,0,2,0,1,58,20,6,4,78,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1643423230142603,-0.3521739329428665,0.007531617886916,-0.1414224688544746,-0.4781873216520712,-0.2665775384294047,-0.1193862686191996,-0.0918651950292086,0.5910982387394527,0.4324843694230077,-0.1534568417326331,-0.1788739568600897,-0.3687136648542101
318592,566,1,1,2211,27,0,1,51,0,14,830,0,29,8,2,1,1,368,14,6,4,59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,0.939139240863898,0.5766577574780609,0.9187794963086726,-0.0406393174800324,0.6467782877253573,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,0.914343915256037,-0.1788739568600897,-0.3687136648542101
17976,588,1,1,2211,3,0,2,2,0,8,5243,0,27,0,2,1,1,197,5,6,4,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-0.0863564865471078,0.1246865111938689,-0.0521211000345262,-0.4781873216520712,-0.216758129730054,-0.1193862686191996,-0.0918651950292086,0.5910982387394527,0.5386674388096298,-0.0655798108140865,-0.1788739568600897,-0.3687136648542101
379523,104,1,1,2211,9,0,0,26,0,11,48,0,19,0,2,0,1,321,1,6,4,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-0.8852078649259404,-0.2273947734286052,0.0432232185551931,-0.4781873216520712,-0.1586354862474782,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,0.028619308659751,-0.1788739568600897,-0.3687136648542101
187206,470,1,0,8747,26,0,1,38,0,11,53,0,29,3,2,1,1,101,8,4,4,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-0.7774818471760804,-0.1799162114042085,-0.3475541998899947,-0.0406393174800324,-0.2997904775623051,10.815203066504916,6.821578396431224,-0.8514245098871098,-0.7895523589563611,-0.350073795802187,-0.1788739568600897,-0.3687136648542101
391749,201,1,1,2211,22,0,2,24,0,11,31,0,10,0,2,1,1,16,4,6,4,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1643423230142603,-0.7774818471760804,-0.1799162114042085,0.0949240110299001,-0.0406393174800324,0.0323389137666992,-0.1193862686191996,-0.0918651950292086,-0.8514245098871098,-0.7895523589563611,0.0918401942126622,-0.1788739568600897,-0.3687136648542101
